Unordered,Synthetic,Real
8.30167829,14.78050405,6.897560839
24.03391701,7.387265962,8.465581356
6.770445004,79.0637376,57.97732277
0,63.60021069,72.45094798
0,6.203073449,71.08593012
17.97143399,3.083713556,72.22241558
2.252315031,3.063257285,50.39335991
4.420608037,0.676632006,33.45472918
65.41938111,2.540747917,27.15703314
3.292142768,0,30.6149193
4.028281762,0,32.63619574
1.693053828,0,24.40520168
2.345513843,0.656221956,46.76842611
0,0,58.72903716
8.172282032,0,38.4160441
0.444075557,0,21.0054219
4.719994681,0,12.78340256
2.564265463,0.165224313,11.34076604
0,0,6.629498508
0,3.156906611,1.18754495
0,6.496547237,0.553419006
3.275111194,4.588911963,3.5165166
7.061690723,0,3.686577649
0,35.65871313,4.456175954
0,23.11014646,4.314938812
51.23613329,0.590279824,2.000379115
0,8.624136067,5.323775541
2.026418402,7.419772481,9.434064616
19.37792593,15.88835113,31.11606222
0,1.97257477,69.45349566
15.56976096,0,28.42659521
19.58009853,0,3.908521729
21.92176299,2.325997394,10.17051543
72.06582216,0,15.0230201
0,7.834997371,14.90195969
12.40693482,16.21722465,9.656008697
56.15785052,10.98935709,8.543405904
0,10.98243167,17.767056
17.86588844,17.45083755,19.03819028
7.805983508,20.93157817,17.75696764
5.735826974,25.901697,23.22486271
13.47449273,6.212859631,23.17442087
3.290084086,26.42135126,11.30041257
0,3.829682547,6.344141833
6.85468272,18.00765293,1.720787222
24.38279488,5.825488308,6.842795417
0,7.529867747,4.410057703
5.697599621,5.948206648,0
2.93552118,2.935521181,0
4.342816558,5.297474589,0
0.442519338,7.524493149,0
13.1916194,0,0
58.10716667,3.80140353,4.951947147
4.476457481,0,54.31897945
3.984990457,0,50.94461712
25.31712055,4.229573371,40.9217587
63.7407733,5.238728424,39.15105372
0,0,43.69474953
0,0,38.13206311
30.03739257,2.056136599,28.20943328
0,7.281157747,35.09179606
33.1844019,6.600190057,48.45560728
5.764656795,9.300436008,30.3810526
0,6.117390467,17.28281437
22.87833834,17.87448476,14.47824826
9.51012198,19.15895871,15.69894071
5.506475588,19.96726661,10.19069216
0,7.131820871,1.086661277
0,13.42918164,5.40736487
0,7.731918287,0.22194408
2.642510891,6.105879159,0
0.689699552,3.864664363,0
0,3.795233902,0
5.351816894,0,0
7.017790716,0,0
6.506845674,0,0
67.57314656,37.6879643,8.638524795
5.258161973,79.5539821,39.63549187
26.12651637,5.693523697,49.42448359
2.270699765,6.471106344,35.39248181
5.24623931,19.14550279,22.56911883
16.39076684,3.720304271,16.7178658
0,1.916964957,24.76838291
43.38158385,0,21.55019374
12.97669673,0,18.63465559
0,0,15.03310847
79.5539821,0,8.848939313
0,0,4.519588548
24.99022362,0,1.71214005
0,0,0
0,0.38746816,0
0,4.484032029,0
37.02913091,9.63896478,0
0,22.27770137,0
11.90229868,18.24508505,0
0,10.70697458,0
0,12.74189897,0
17.87506041,0,0
7.976144824,79.5539821,0
24.66007128,8.342619304,0
5.155336639,20.88122105,7.744983692
6.824908096,17.14018458,51.79656008
19.23073809,79.5539821,58.07755136
29.39955299,7.605002061,42.42518746
0,23.49327841,25.292978
38.49485993,45.72248196,17.54511192
43.71084961,4.379274711,7.987104507
2.633683494,10.95124767,1.164485825
0,3.809391409,0
0,2.809791474,0
0,0,2.02343824
23.50323652,0,2.003261506
0,0,1.369135562
0,0,3.490575084
5.6532405,0,5.444835949
0,0,5.923312798
3.418184189,0,0
8.202315695,0,0.276709503
60.90484852,0.244340375,0
0,7.367637394,0
1.184727458,19.36047007,0.374710785
1.85219045,18.80782308,0
2.160807193,19.00196364,0
3.676880915,0,2.034967803
29.23005197,7.621796395,5.490954199
21.54352521,0,17.10122376
3.15045866,7.18654225,17.77714437
18.34076524,12.55733447,8.324344214
0,6.859906938,7.280918797
79.5539821,19.60866756,7.335684219
45.1987366,26.282975,6.612204164
8.518993876,45.85421298,4.608942659
42.00129846,64.11692312,3.8249324
5.368538614,26.84212915,3.963287152
48.45207863,27.86356362,5.58030831
5.13860898,76.07822396,6.208669473
6.335025138,4.522396641,7.742101301
7.232946263,12.20913492,11.17935216
0,22.93662684,17.40387478
0,15.53770371,17.41396315
14.91710096,7.536345697,4.744415019
20.74674244,5.674884867,6.695793493
11.78010843,4.724698458,7.289565968
1.95581215,0,6.02131408
14.59693161,0,6.410436818
5.629622155,2.293562672,6.764970869
0,1.153402538,7.373155298
3.241238406,0,7.995751679
0,0,14.05453684
17.37570776,0,31.61720514
37.8256242,4.813614613,45.76614027
0.195618433,0.830679006,46.96888328
21.3866714,2.663487833,38.56638697
23.35158114,3.749163999,36.04396761
8.634800688,4.897404331,39.71901569
6.607515819,11.19583587,51.82996961
1.494980894,9.490900761,52.38122683
1.052642923,17.51069887,26.3421682
2.72311798,4.503194238,5.923312798
1.964415576,15.9351498,4.035346918
8.069163461,6.589854818,4.986535835
0,6.335403046,5.603367435
0.387474569,5.238542409,5.868547375
3.753540624,2.697565827,7.883338444
0,0.103173111,2.259794274
0,0.123857205,2.412560979
0,0,2.369325119
0,0,0.040353469
0,0,1.222133638
0,0,1.524784657
6.928105792,0,2.213676024
6.974524288,0,3.29457252
0.997037485,0,13.70144398
79.5539821,0,26.32199147
0,0.138366506,8.318579433
0,5.206283793,2.798801327
19.08850511,21.46281231,0.515947927
0.776668461,46.56902069,0
0.683360279,70.46513195,0
39.62416753,43.25284187,0
0,26.61748815,0
11.65465795,4.129301194,0
2.562202621,79.5539821,0.072059766
73.37934579,79.5539821,0
20.2565289,67.87236525,0
13.27841694,5.369022196,0
0.421260376,30.5409016,0.302651019
27.05971813,12.16054158,1.078014105
0,2.821132903,0
0.750969343,0.06261667,0
7.781429366,0,0
23.37596671,0,0
79.5539821,0,0
1.821721202,11.44511494,0
1.089959179,8.267198774,0
72.86633872,5.514839748,0
37.2235943,4.426816829,4.323585984
0,3.314080618,42.27484459
79.5539821,5.183204348,40.47073007
39.50369182,0.629584115,19.14916232
7.754589224,5.060468512,12.07721685
24.23746194,2.314571282,6.266317286
22.75894188,7.943235943,2.870861093
76.04960465,0,0
7.126264842,2.236615732,0
6.046905127,6.35874499,0
38.69162603,9.385237443,0
0,9.993317891,0
0,24.7920652,0
6.137856938,37.64464481,0
0,5.871487292,0
0.323898021,0,0
4.538437746,69.79936205,0
0,8.834149773,0
32.04891061,5.892128057,0
7.19668452,41.3591397,0
1.735285341,42.86717291,0
11.44511493,15.5035402,1.608373986
0.31357101,0.66749575,2.363560338
0,0.935446325,5.975195829
0,0,20.09746885
47.5521071,0.00399358,38.16547264
54.59813576,0,27.70829036
0,0,20.65232905
26.45758169,0,14.71028071
79.5539821,1.136659524,8.018810804
0.943867969,0,5.029771694
40.33262055,0,3.052451704
0,1.382588747,1.40660664
1.239180543,4.661512526,0
0.378710173,9.576210236,0
3.181274648,11.62124439,0
40.05850298,9.937094264,0
3.210807214,6.317936967,0
0,7.224894477,0
0,25.20676956,0
6.654461854,55.68155129,0
5.311420955,50.67087672,0
6.951692204,6.236781187,0
68.0705929,16.36332897,0
0,18.76134704,0
7.914128085,19.24992849,0
17.47855498,5.44886714,0
0,0.439170257,0
2.771289226,0,6.272082067
32.26693659,0.479627213,52.59838876
20.87754898,0.762681475,50.19290274
24.08315918,0.058357624,42.12450171
0,0,39.86935857
11.6466387,0,29.66274775
0.762681475,0.631539333,14.5589552
1.361160533,0,6.612204164
0.085662343,2.771289227,4.110289075
12.33255896,0,1.585314861
0,1.683813073,0
2.191088077,4.460276459,0
0,6.122905383,0
0,6.15220936,0
0,7.177245444,0
25.79664457,3.066486698,0
0,24.92464019,0
25.63049259,25.79664457,0
7.177245446,5.861579155,0
5.35330174,6.102713144,0
6.949627244,6.803174194,0
7.007209384,15.20330989,0
0,7.944264087,0
4.133824807,4.133824808,0
6.834897754,4.202529104,0
79.5539821,1.615703923,33.78882446
36.4018627,0,66.39652384
4.849367478,0,48.57254063
8.932848345,4.486737433,28.30966186
32.79541333,8.620293671,16.5968054
57.99926889,0,12.3092493
41.60732535,2.249483094,7.753630864
5.469218526,3.322582556,4.643531346
0,5.239895727,3.072628439
5.853959633,5.708747645,2.55091573
0.112521871,15.24018889,0.196002565
0.770901486,26.95904707,0
3.433935067,12.32164393,0
5.73096509,6.636716477,0
17.39366728,5.341714222,0
1.501727503,56.59262175,0
7.673057523,8.54296448,0
0,7.116787727,0
0.315967311,22.22668849,0
0,21.52353308,0
0,16.31110253,0
23.89418739,5.853959632,0
17.81307115,4.774361949,0
58.17523191,3.660252049,8.04186993
0,37.52934431,40.3203872
62.39066047,14.57102991,32.68631004
4.215504437,6.402443332,11.10873359
2.95399708,4.78509908,5.294951635
2.567413278,0.626928386,0
0,1.789691453,0
0,2.30325652,0
1.030544711,0,0
21.05050135,0,0
0,0,0
14.9005659,0,0
8.306508375,0.62998348,0
0.164070663,0,0
5.396425858,0,0
0,0,1.634315502
7.856944403,2.733156401,0
0,5.01525937,0
8.501797611,6.786842904,0
42.56216795,10.55429845,0
0.994672719,11.195412,1.173132997
6.367230177,40.71491357,2.190616898
6.010597093,68.270323,3.087040392
57.55347122,0.128163906,3.948875198
5.092036058,24.67299762,7.770925208
0.149563356,57.62516931,36.14419619
2.237306957,79.5539821,24.0924623
7.843589973,14.68726528,5.173891227
11.15916248,9.360261994,0
15.25355559,60.89745699,0
25.78878585,24.75125092,0.948306526
0,11.01329468,5.424659214
6.316889791,6.873457609,3.314749254
7.775805677,0.931610535,4.755944582
2.208248216,0,7.563393081
4.185916582,1.556808206,19.8049062
21.5131753,3.281708671,34.74099601
4.554097302,0,52.59838876
2.589089319,2.248731427,46.78513088
0,0,24.86926658
36.10412118,1.229013976,3.435809662
66.12041807,3.76332838,1.354723608
1.617728551,6.481552256,0.08647172
6.912674507,3.748078328,0
0,54.80635942,0
4.816917596,4.185916583,0
72.93084422,0,1.755375909
3.487741837,6.258309342,12.25880746
30.35972055,6.366241187,19.46190171
18.98257232,4.669607425,49.34095977
0,0,22.97265353
0,7.716648714,0
1.224288329,1.22428833,0
6.102905666,8.629927909,0
14.09518065,17.59199299,23.45689516
6.931711196,17.51785553,54.97046525
15.075751,27.65652484,30.86549076
11.59102381,32.48366346,7.932339085
0,62.04629972,1.294193404
13.15567992,3.970271286,0
3.9597107,57.39143362,0
2.69162213,8.014785846,5.257480556
31.63840111,5.30281907,6.860089761
4.463606825,7.610439476,8.413698324
2.276360443,7.678108027,1.475784016
7.610439476,5.157681399,2.271323837
2.132856638,4.127022155,0.815716556
14.03994067,1.481533934,0
11.81868902,0,0
0.811667804,79.5539821,0.366063613
5.124263498,8.209728514,1.285546232
0,4.251112833,2.798801327
1.13247417,1.132474169,3.853756307
79.5539821,54.21386665,33.80552923
0,7.809092913,36.99613916
14.31584094,2.099830281,31.0325384
4.572891463,1.082140092,23.06344883
34.49166124,0,8.266696401
5.385753936,0,2.911214562
0,0,0
0,0,2.179087336
0.621070202,0,1.348958827
0,0,0
6.192614878,1.436439366,0
0,5.349748801,4.277467733
1.564332469,7.999877963,7.448097455
15.43707198,0,8.52899395
4.619124341,0.463191665,5.026889304
0,3.464261686,0
6.604933804,42.02524895,0
1.344692572,6.716556397,0
0,29.16659979,0.66006746
39.40683807,19.68632552,0
4.094686847,17.5536763,2.824742843
42.92884831,15.73065301,3.55975246
61.2705123,3.548034213,7.681571098
1.452009518,1.452009516,6.646792852
24.65607795,0,7.540333956
1.04089985,7.527998923,36.36135812
56.88705755,0,38.04853929
0,1.301665136,42.74257798
37.6363789,6.538930587,48.28855964
79.5539821,1.409152532,57.25901792
4.737917118,0.894417922,37.78126307
31.4913834,4.189421983,39.36821565
74.52820038,7.098236235,9.656008697
0,18.56745002,36.67874864
2.177398658,34.83078174,67.06471441
0,39.40683808,79.5539821
3.888503855,45.02816758,77.42101301
41.84322933,0,73.97655618
5.130591855,0,52.83225545
5.870978744,0,14.28656929
0,0,11.15917542
0,0,5.848370641
4.788313743,0,7.217506202
1.526127647,0,23.38627659
63.61059624,3.189108884,50.97802665
34.27546781,4.472896308,49.50800741
0.667696044,12.81708975,39.53526329
0,53.98960436,29.62933822
39.36849165,15.44626907,31.11606222
7.243295062,59.87331723,33.47143395
0,79.5539821,35.96044379
7.442796842,79.5539821,26.92316645
0,46.30174982,7.376037688
2.701519467,14.5913337,2.398149026
60.29707487,23.19981305,6.260552504
12.78327766,6.143857012,25.2627129
1.34782799,3.533243481,29.16160483
3.929655489,0.124137542,50.59381707
79.5539821,8.053295403,50.34324561
10.20075361,4.111944258,47.77071195
5.523129323,2.934670348,43.86179717
17.98246556,0.316294519,50.72745519
12.52952938,3.978650057,14.69010398
13.59420892,1.926981486,5.770546093
8.878794842,0,6.528614835
0,0.659018712,4.580118752
44.06500675,13.16551694,5.833958687
17.10581195,16.24983098,11.72412399
24.07982684,24.69910729,12.68251889
2.556347908,34.53992127,15.83008948
51.31148443,61.97765807,15.44673152
6.540826928,58.87073213,17.272726
42.27787903,44.07545418,17.62581886
7.81259224,79.5539821,35.47600563
9.29320651,59.04237641,57.14208457
3.627542799,79.5539821,33.05381485
72.66280447,67.90289981,11.06838012
21.8723237,71.49156175,8.949822986
3.545401715,49.95953067,2.732506342
10.56508938,25.34226601,0
3.661785495,10.23438672,0
30.78670409,1.29351794,0
44.70361717,0,0
77.0717751,65.06750407,0
0,1.557213152,0.429476208
3.70217871,0.789087771,0
5.558945978,5.140353243,0
0,2.386413295,0
0.4125368,0,0
0,0,0
0,0,0
65.06750407,0,0
25.44228458,0,0
5.492711416,0,0
2.491878027,0,0
