MW,Synthetic
0,2.84409859
1.288428623,1.428772488
0,6.462777687
0,8.224005448
0,6.468857058
0,2.990637569
1.49596075,4.88924457
1.524784657,3.931596441
0.276709503,8.690524527
0.737892008,10.01657494
5.761898921,1.941514134
8.367580074,8.724101145
23.78981128,2.325195175
21.07604048,2.790377174
18.55394865,1.177910398
16.97007499,8.131741424
12.55137011,6.682488097
7.82569063,5.623612736
6.897560839,4.984463726
4.735767847,7.601580391
0.3084158,2.375562759
0,6.293685572
0,3.594211059
0,1.166075838
0,4.091943719
0,6.281294446
0,6.789334693
0,5.763027668
0,6.259951045
0,4.965670079
0.063412594,7.705676348
0,1.244481373
0,3.295495635
0,3.408518272
4.378351406,3.012430305
19.76455273,2.752948979
55.90593204,4.271959069
55.17092242,3.108099322
45.48215928,3.762401366
37.39705349,4.867743419
25.45439188,4.506686453
16.85910295,8.858716434
8.197519025,5.917737952
3.908521729,4.8601998
4.312056421,3.992233779
4.202525576,2.326609158
2.233852758,5.658032291
0,5.248243951
0,6.14774815
0,2.86199166
0,3.835385627
0,2.580272386
0,3.214752385
0,2.788433165
0,6.842005179
0,11.67924416
0,4.207899877
0,3.159549442
0,2.51029182
7.376037688,3.950918366
22.00417027,5.601573208
31.85107184,3.241079777
48.121512,5.755673863
58.26130376,7.618463855
40.22015861,2.875305553
19.05836702,2.23669986
15.73929418,4.989715229
19.00792518,4.65171806
26.73561453,3.373705479
30.96571934,10.01538958
17.61573049,5.694688303
14.21595071,3.328887448
49.50800741,4.162126483
22.23620271,1.932755725
6.205787082,1.640918955
4.753062191,3.746408122
3.412750536,2.851028311
1.954260865,3.15930854
0,4.087467057
0,5.263267436
0,9.651690818
2.59415159,1.408259156
35.07509129,4.022815353
72.69183349,7.394611762
66.880962,5.211829585
8.096635352,4.161783604
40.30368243,3.373840036
36.11078666,6.955016208
44.37964486,8.009103325
60.34939927,4.185592287
65.99560951,5.471562502
44.41305438,2.087919901
19.79481783,1.720722362
17.62581886,4.223752839
7.511510049,3.943671541
6.692911103,2.959921882
6.119315362,1.91236839
3.69234243,2.389318269
0,3.71959048
0.420829036,3.833131078
1.328782092,7.109607645
0,6.196448738
0,4.98473243
0,0.436067423
0,2.443503581
0,2.909572044
0,2.866129894
62.32056142,9.479856057
37.1631868,2.080475785
30.74855741,3.491292185
36.87920581,5.098374892
25.86801494,2.907055304
31.40004321,7.566635508
31.14947175,1.863645491
20.29923619,0.850343554
21.65107741,8.405914496
32.40232905,5.715200842
38.14876787,4.153394219
59.98189446,3.141927269
51.64621721,3.457606532
41.20573969,2.225837061
8.246519666,5.732392951
0.26229755,3.149759474
3.173512112,8.306253558
5.554366794,5.279131728
7.701747832,4.601298554
6.266317286,3.687262485
7.061857107,9.636553629
2.752683076,4.807647522
3.259983832,8.55788349
4.386998578,3.610044698
20.71285925,3.820793809
55.05398907,6.620963494
72.33977006,3.09780992
79.5539821,3.541867115
72.30271075,3.457947048
37.59751066,1.945655681
46.03341649,3.382642473
44.7304449,3.882145776
13.31808603,9.937057864
14.45807153,5.539811176
12.51101664,1.650680932
14.93222479,4.278875402
21.30807292,3.230996826
11.18944053,3.16149751
1.71502244,5.666054486
0,2.88415348
0.446770552,5.941852161
0,2.433962329
0.26517994,4.813406841
2.954450422,1.883519339
1.608373986,0.721957606
1.703492878,2.17222481
3.5165166,2.673750212
13.43914643,3.227204588
24.26396454,8.498188421
33.65518635,9.263824192
41.10551111,2.556241423
18.88686477,2.81148256
6.551673961,7.283612947
4.303409249,7.218983675
2.493267917,4.174725389
0,7.40588356
0,5.260949225
0,4.142808498
0,6.63128276
0,2.473114952
1.501725532,8.182995517
4.568589189,5.599961416
0.622596382,6.477936773
0,5.554495563
0,5.468660246
0,6.86473586
0,1.880263846
0,4.789446978
0,2.467425355
0,3.923033144
0,6.20696042
4.960594319,7.116793543
25.2627129,9.541405423
42.35836841,3.076093987
33.47143395,3.742968411
17.89820478,3.127397946
12.31933766,5.152329376
8.185989462,2.71778069
5.150832102,5.800251373
2.000379115,4.151374023
0,1.714649013
0,1.70569665
0,4.468014761
0,0.792146279
0,5.748860827
0,1.757447483
0,2.50396434
0,0.757922949
0,4.431353635
0,6.472059869
0,5.371386187
0.26229755,3.346569115
2.663328966,2.858239804
3.706754383,5.038228258
5.885841719,3.208164024
9.777069104,5.284383021
19.84525967,6.674037799
22.53885373,3.153032109
18.42279988,2.964404958
30.91560505,5.118247386
38.95059655,6.014712492
41.77370167,2.673772366
34.00598639,5.50261716
30.03025256,6.196427101
29.82979539,8.400653392
46.83524517,5.416104422
65.74503805,5.664704617
58.39494188,6.402300778
59.71461823,7.448041236
60.24917068,7.286687813
35.45930087,4.404144575
6.557438742,7.927970525
8.370462464,2.394997071
12.8641095,1.32677269
6.499790929,10.15747935
6.897560839,6.00012631
8.465581356,7.140623148
57.97732277,4.957415971
72.45094798,1.198768606
71.08593012,2.678228353
72.22241558,5.493340048
50.39335991,3.112133637
33.45472918,3.585403466
27.15703314,7.43854524
30.6149193,3.311973401
32.63619574,3.549783507
24.40520168,3.057137426
46.76842611,3.343741707
58.72903716,2.320630288
38.4160441,5.362703686
21.0054219,3.299164851
12.78340256,4.84956273
11.34076604,4.357620112
6.629498508,1.029526964
1.18754495,1.1700008
0.553419006,2.899746866
3.5165166,4.891919843
3.686577649,6.097786096
4.456175954,1.46502578
4.314938812,1.86623896
2.000379115,8.667365063
5.323775541,0.719168066
9.434064616,3.409379149
31.11606222,5.805815136
69.45349566,1.238795648
28.42659521,5.175420235
3.908521729,5.366389876
10.17051543,5.497105177
15.0230201,7.841509319
14.90195969,1.803135166
9.656008697,5.090643454
8.543405904,7.694758058
17.767056,2.046991099
19.03819028,6.261497228
17.75696764,5.543769039
23.22486271,5.175884027
23.17442087,6.870370117
11.30041257,4.778938826
6.344141833,2.353990759
1.720787222,6.227212617
6.842795417,8.42797566
4.410057703,3.060394534
0,5.412717492
0,4.276326665
0,4.48786898
0,3.127937591
0,5.586222601
4.951947147,7.783161262
54.31897945,3.76214878
50.94461712,3.53911527
40.9217587,5.763559971
39.15105372,7.36876276
43.69474953,2.14213934
38.13206311,1.617260791
28.20943328,6.273922842
35.09179606,0.95941385
48.45560728,6.958008125
30.3810526,4.666630667
17.28281437,3.120547234
14.47824826,7.417269532
15.69894071,6.48896014
10.19069216,5.553961824
1.086661277,2.031140235
5.40736487,0.924901194
0.22194408,2.3697141
0,4.552496828
0,3.726391689
0,3.149103058
0,4.795507488
0,5.02892655
0,4.640971894
8.638524795,8.212451785
39.63549187,3.960147566
49.42448359,5.918703565
35.39248181,3.06447511
22.56911883,3.763958352
16.7178658,5.145594634
24.76838291,2.185949551
21.55019374,6.857132455
18.63465559,5.325121292
15.03310847,1.322931538
8.848939313,13.79510146
4.519588548,2.19104694
1.71214005,7.611101624
0,1.62222529
0,2.769370456
0,3.415718045
0,9.387473949
0,3.029493623
0,6.97740681
0,1.443050496
0,2.319815611
0,6.604108684
0,5.305998092
0,6.486931477
7.744983692,4.082244529
51.79656008,4.356990405
58.07755136,5.433183456
42.42518746,5.975074517
25.292978,2.111042489
17.54511192,6.35534089
7.987104507,6.685364134
1.164485825,3.295390542
0,1.395809929
0,1.991394427
2.02343824,2.632432822
2.003261506,7.094394151
1.369135562,1.033488316
3.490575084,2.328846805
5.444835949,5.605282261
5.923312798,3.636278381
0,4.985297
0.276709503,6.657521085
0,10.52382187
0,2.906093468
0.374710785,3.713909737
0,3.728491135
0,3.624714994
2.034967803,3.863063035
5.490954199,6.473558684
17.10122376,5.751848303
17.77714437,3.333462357
8.324344214,5.280591684
7.280918797,2.489375885
7.335684219,10.43803369
6.612204164,6.748630723
4.608942659,4.786087244
3.8249324,7.052745957
3.963287152,4.328070773
5.58030831,8.07982397
6.208669473,4.730501598
7.742101301,5.368367691
11.17935216,5.929719553
17.40387478,3.010559245
17.41396315,1.761967077
4.744415019,7.522396734
6.695793493,8.055709009
7.289565968,6.965199032
6.02131408,4.152733731
6.410436818,6.657189237
6.764970869,4.880208744
7.373155298,2.769840148
7.995751679,3.743312369
14.05453684,1.979801103
31.61720514,5.450228006
45.76614027,6.435117885
46.96888328,2.561677516
38.56638697,5.460271528
36.04396761,5.627487027
39.71901569,4.684963786
51.82996961,4.301926877
52.38122683,3.120197011
26.3421682,3.141704942
5.923312798,3.787285713
4.035346918,3.762707943
4.986535835,5.925434315
5.603367435,3.422710832
5.868547375,3.763960593
7.883338444,5.063358962
2.259794274,0.194802802
2.412560979,1.660974104
2.369325119,1.931932875
0.040353469,2.715554341
1.222133638,1.96677419
1.524784657,1.392291826
2.213676024,5.002997575
3.29457252,4.769528738
13.70144398,2.989323059
26.32199147,13.09984742
8.318579433,2.542440465
2.798801327,2.286991713
0.515947927,5.302074591
0,2.702467446
0,2.725497542
0,6.692914087
0,2.591195221
0,5.465512776
0.072059766,3.740763174
0,10.05402642
0,7.176635814
0,6.85150577
0.302651019,3.775774741
1.078014105,8.691765501
0,1.863649449
0,3.987425624
0,6.349462752
0,7.822985603
0,13.27558011
0,3.719201234
0,3.315120129
0,8.998576773
4.323585984,6.836072867
42.27484459,2.509032803
40.47073007,11.43094235
19.14916232,6.397519219
12.07721685,4.36828645
6.266317286,5.688815947
2.870861093,5.681598329
0,8.668017265
0,4.600261552
0,4.514542113
0,7.592914338
0,0.244869661
0,3.075105292
0,5.56096671
0,2.666828527
0,3.834390032
0,5.390145242
0,3.467729074
0,8.78275359
0,5.917509023
0,3.89076842
1.608373986,6.043978945
2.363560338,3.090657099
5.975195829,2.369586718
20.09746885,0.655346478
38.16547264,7.039405715
27.70829036,7.148303498
20.65232905,2.397474571
14.71028071,5.80933351
8.018810804,10.15166121
5.029771694,2.789694215
3.052451704,6.723877118
1.40660664,2.629313509
0,3.19298094
0,3.109489604
0,4.133721407
0,8.51233591
0,4.575332132
0,1.187330882
0,2.053903132
0,6.154854833
0,5.62160562
0,6.059322052
0,10.55059152
0,2.545514634
0,5.57674171
0,6.229502171
0,2.712727353
6.272082067,3.455647811
52.59838876,6.371365354
50.19290274,5.549132631
42.12450171,5.678133673
39.86935857,1.799305029
29.66274775,4.817161901
14.5589552,2.745044592
6.612204164,2.97307181
4.110289075,2.749787272
1.585314861,5.518753742
0,1.220035524
0,3.831819109
0,2.428074205
0,2.77975321
0,2.458873892
0,8.572728546
0,3.486810335
0,8.55571756
0,6.138193022
0,5.296780993
0,5.565799646
0,5.300227316
0,2.528418865
0,3.988669088
0,4.523681841
33.78882446,10.60740356
66.39652384,6.374577982
48.57254063,3.689292991
28.30966186,4.602998198
16.5968054,6.117052298
12.3092493,7.292923414
7.753630864,6.779588257
4.643531346,4.164741781
3.072628439,2.316241417
2.55091573,4.692449177
0.196002565,3.198076003
0,3.580974183
0,4.650466669
0,5.632460828
0,7.712414164
0,4.292709046
0,6.467868132
0,3.037545384
0,3.600543667
0,1.902758495
0,2.181134618
0,6.759455154
0,5.949182019
8.04186993,7.786248081
40.3203872,0.738309641
32.68631004,7.479650207
11.10873359,3.535706331
5.294951635,3.211696333
0,3.136369564
0,1.60802429
0,2.603468719
0,2.998129729
0,6.203443199
0,2.673802829
0,6.344992516
0,6.001677904
0,3.549395035
0,5.515479872
1.634315502,2.887581489
0,6.589419796
0,0.896060743
0,6.601359566
0,9.068476286
1.173132997,3.652857426
2.190616898,5.105101268
3.087040392,4.737734925
3.948875198,8.113851876
7.770925208,4.065607303
36.14419619,2.666185037
24.0924623,3.108435211
5.173891227,4.414800875
0,4.756249109
0,5.06686628
0.948306526,5.894924529
5.424659214,2.215133099
3.314749254,4.387534343
4.755944582,4.989787273
7.563393081,3.638430756
19.8049062,4.440031063
34.74099601,7.291972761
52.59838876,5.027662391
46.78513088,4.533816488
24.86926658,2.728566302
3.435809662,9.329792691
1.354723608,11.10691798
0.08647172,4.194153151
0,5.821873446
0,2.381584484
0,4.632419711
1.755375909,9.473080391
12.25880746,3.811071941
19.46190171,6.524790148
49.34095977,5.566515
22.97265353,2.451971386
0,2.388692671
0,2.794963567
0,3.993028549
23.45689516,5.071597524
54.97046525,4.384042679
30.86549076,5.482747652
7.932339085,5.460515081
1.294193404,1.642076329
0,6.192990833
0,4.605332599
5.257480556,4.40050532
6.860089761,8.757984856
8.413698324,5.317802179
1.475784016,4.572653512
2.271323837,6.445429749
0.815716556,4.374282029
0,6.92477156
0,6.402197843
0.366063613,3.411241653
1.285546232,4.481485368
2.798801327,2.760716282
3.853756307,3.024919743
33.80552923,11.48016693
36.99613916,1.737161594
31.0325384,5.001948939
23.06344883,3.601730976
8.266696401,6.187970855
2.911214562,3.884304143
0,2.150357513
2.179087336,2.411513476
1.348958827,3.02307299
0,1.753631221
0,5.051862049
4.277467733,1.436584485
7.448097455,4.020909558
8.52899395,7.330558781
5.026889304,5.373529908
0,1.532445767
0,6.085119544
0,4.098678519
0.66006746,2.854850064
0,8.476214871
2.824742843,4.412215631
3.55975246,7.804292276
7.681571098,8.290154001
6.646792852,3.108902888
7.540333956,5.97710027
36.36135812,2.813605694
38.04853929,7.124301668
42.74257798,1.510165935
48.28855964,6.319448592
57.25901792,9.617095537
37.78126307,3.828374178
39.36821565,6.576112055
9.656008697,9.211758187
36.67874864,2.508655826
67.06471441,3.827645283
79.5539821,2.904353868
77.42101301,4.803535034
73.97655618,9.373709176
52.83225545,5.556807805
14.28656929,5.871712005
11.15917542,1.647670226
5.848370641,2.811914757
7.217506202,5.106530823
23.38627659,3.823579564
50.97802665,9.318375935
49.50800741,7.372610008
39.53526329,3.035889636
29.62933822,0.240485809
31.11606222,6.681739739
33.47143395,4.342056317
35.96044379,1.510292896
26.92316645,4.293167386
7.376037688,2.496972207
2.398149026,3.222830679
6.260552504,7.596426186
25.2627129,5.310596681
29.16160483,3.222846263
50.59381707,4.136110021
50.34324561,10.98712202
47.77071195,6.253701233
43.86179717,5.353967564
50.72745519,7.584863848
14.69010398,7.214413557
5.770546093,7.385802525
6.528614835,6.840643723
4.580118752,2.680440496
5.833958687,9.155795683
11.72412399,6.887458148
12.68251889,7.144622475
15.83008948,3.739070507
15.44673152,7.817789628
17.272726,4.44639151
17.62581886,6.808894893
35.47600563,4.482347704
57.14208457,4.654235407
33.05381485,3.373971382
11.06838012,7.909012822
8.949822986,5.61917304
2.732506342,3.526320648
0,5.144024072
0,3.858913563
0,7.198569651
0,8.32369447
0,11.0941215
0.429476208,1.73793252
0,4.923039185
0,5.710303073
0,2.565748917
0,3.866152615
0,1.995148764
0,2.581387121
0,9.898556179
0,7.263309811
0,4.588008032
0,3.537326031
2.401031416,3.365759532
56.35696066,4.24374188
55.65536058,2.05872306
37.63092019,3.904395831
36.0940819,4.612425493
25.7570429,2.470917271
12.20836562,4.018512248
4.283232515,3.17557366
0,5.560305675
0,12.15934396
0,7.492554395
0,6.168088038
0,8.24114546
0,3.032288025
0,7.245519629
0,5.049019688
0,6.696523062
0,1.747754026
0,2.469622593
0,9.485828673
0,2.22275977
0,4.166587821
0,6.120200894
0,3.793971195
0,2.240600594
33.13733867,5.153154834
45.31511164,2.794536211
20.29923619,2.693956448
5.632191341,11.08835752
5.297834025,3.269703764
4.531118111,5.195930882
1.026131073,6.089372985
0,10.56136436
1.593962033,4.584456916
2.02055585,8.905616874
0.697538539,4.591976304
0.161413877,0.889907622
0.521712709,4.130329146
1.161603434,3.63187647
0,2.153626874
0,2.010242459
2.663328966,5.771180127
0.515947927,5.327839579
0,3.413877179
0,0.870373918
0,3.173686726
3.747107853,3.726701359
13.70144398,1.550009126
26.70534943,5.686324786
53.29998885,1.529878914
57.92720848,10.3618465
64.35854263,2.67949653
61.65237086,7.470180946
48.7228835,7.518619194
26.97328074,6.237391514
25.87810331,7.26596546
16.30424274,2.222628205
0,3.356016564
0,3.831899481
0,4.570770703
0,2.830194148
0,9.243733116
0,3.432718658
0,5.035256565
0,1.953327698
0,6.097668428
0,1.394583889
0,1.748881564
0,4.377488168
0,2.250661722
0,3.313450925
0,3.960355404
4.784768489,3.698185949
54.4359128,7.992718739
64.84298079,3.040398401
38.78354891,3.351327206
27.80851894,7.880032267
26.56411228,5.658582039
23.93104842,6.525497907
21.9940819,6.914556352
7.877573662,4.180272548
6.274964458,1.414102558
9.807334206,6.867323934
8.330108995,3.263406681
4.326468374,7.493114527
6.854324979,3.225325478
5.80225239,3.587545943
2.049379756,1.860803674
3.963287152,5.152535312
7.586452206,2.021730332
6.312435536,6.504372307
10.56396175,6.444375103
15.17434561,3.309975646
18.11006049,8.192818663
23.54769046,3.793130612
21.64098904,5.864136246
49.77528364,4.620371285
79.5539821,5.078715139
79.5539821,6.77799442
79.5539821,4.111796094
79.5539821,7.479681495
79.5539821,7.0338643
79.5539821,4.232391472
79.5539821,6.822443903
76.55629582,3.173461478
36.67874864,2.176183366
15.33575948,2.372748711
11.91580297,6.572170199
2.90256739,2.751589618
7.964045382,2.512819363
54.93705572,3.879599498
9.726627268,2.089612947
3.259983832,5.358148138
0,4.526061849
3.372397067,2.896457921
4.977888663,2.168372212
10.09989686,2.205950423
16.02176846,0.254646494
42.44189223,2.367627631
38.88377749,6.248757845
39.41832994,6.844328627
34.8412246,2.318453589
61.61896133,4.794287851
79.5539821,4.933981377
79.5539821,5.94773515
73.77272998,7.526242458
38.63320603,10.38806736
44.46316868,4.571206666
2.738271123,4.390698822
0,2.480503503
0,4.268545295
3.262866222,2.905574267
5.750369358,5.231163978
8.78840911,6.000673296
44.83067348,2.374773601
21.91337496,10.63620665
6.822618682,7.792546134
7.580687425,8.347054791
7.128152092,5.672561619
5.822429125,6.413877227
28.79410002,10.24011237
68.23404789,5.056324874
13.37861623,2.887921726
1.988849552,7.562537781
17.13148886,4.722860661
7.280918797,4.187668726
9.918306247,1.296294212
14.95240153,6.004322451
11.8451844,3.049719094
14.63966214,4.44198724
9.434064616,7.695865246
4.591648315,8.096165266
1.132779528,6.567600533
7.964045382,8.513108301
10.46307808,6.239988677
7.534569174,7.049631404
4.784768489,4.008706927
0.916600229,5.399122125
1.588197251,1.103518148
0,7.119549116
0,2.274511776
0,2.548870116
0,4.481548322
0,2.474447373
0.239238424,6.665740902
2.885273046,6.806617208
0,3.542076114
0,0.358960798
8.116812087,12.88345356
48.75629303,2.916015825
54.41920804,1.643550615
43.11008279,9.030069338
22.67000251,8.571593247
20.4202966,4.829966454
16.40512642,6.234062678
11.34076604,7.296021334
16.6876007,0.404367216
20.19835252,4.413903187
17.77714437,5.487660547
15.89061969,5.882623934
11.97633317,3.789819387
9.534948289,5.638800958
2.282853399,2.113716615
1.617021158,6.708887948
0,5.337377004
3.110099518,5.414957115
12.78340256,9.975150416
16.42530315,6.542279031
20.87427313,0.969356321
21.56028211,4.768455319
17.25254927,4.502616266
15.73929418,1.239022324
14.90195969,4.346231045
18.11006049,1.55648787
27.77510941,10.7318182
22.94238842,6.712168156
34.77440554,2.65745976
45.66591169,1.850558872
59.29699913,2.70408071
42.84280657,3.61648429
24.47582025,7.249472765
7.667159144,3.692900388
8.500170044,7.934481283
12.10748195,5.574928023
15.48708499,4.109806786
22.23620271,4.699961712
24.50608536,2.929983463
18.03944192,5.633189318
4.369704234,5.707184703
6.652557634,4.459039673
3.12162908,9.829587503
0,4.083449358
0,4.270410412
0,1.787970383
0,2.926803289
0,1.03864475
0,4.701350425
14.41771806,5.959960014
50.34324561,6.26648828
31.16617651,5.093270567
16.47574499,4.3404282
7.817043459,5.117343914
6.024196471,6.156888215
2.588386809,5.863729076
0.726362445,6.592684102
0.882011541,9.172969102
2.960215203,0.480007585
2.63738745,11.17439697
3.444456834,14.16406783
4.871240208,4.07267453
6.447907897,4.569914545
4.193878404,5.635114244
0,11.93565179
0,4.164459605
0,0.943662896
0,7.900739643
0,2.071950401
0,5.534755994
0,3.616996041
0,3.866760365
0,10.54696613
7.024386028,1.893948263
67.31528587,4.169342195
61.43520893,2.278245652
54.78671285,6.958282064
32.9368815,0.39475985
24.16308087,6.803595689
31.46686226,5.474696936
34.15632927,3.801752202
33.90575781,8.73345399
24.39511332,5.709798745
18.62456722,4.327556029
21.81249129,6.076997702
21.19710088,9.121854232
10.7051989,5.350584383
3.533810944,8.693719588
0,6.904749851
0,3.338441896
0,6.980886642
0,2.701964046
0,4.79476384
0,4.513822579
0,4.409000836
0,3.297184438
4.461940735,1.921425319
59.44734201,8.072721455
60.7503136,6.383797788
55.43819864,6.65886835
53.50044602,7.891305306
53.1830555,9.51999362
56.757875,1.629197927
49.89221699,3.064197387
41.85722549,5.058975887
19.06845538,5.117591592
18.53377192,6.398469626
19.61322722,3.820973209
25.48465698,3.440309943
35.45930087,7.014078344
35.79339615,8.714174314
8.474228528,6.722558273
4.744415019,2.742163035
3.288807738,5.424354229
2.597033981,3.477202652
2.426972932,3.679420831
5.574543528,1.927173485
5.269010119,9.928047549
11.86536113,5.365378336
79.5539821,5.197077567
75.90981677,7.2179689
52.09724584,10.9958899
33.08722437,4.288931816
38.13206311,5.326654919
48.52242634,2.977610971
32.9368815,5.906641275
8.35028573,8.422140887
16.24371254,3.033410806
1.412371421,5.887555075
7.638335238,7.97840646
30.36434784,7.120206749
65.92879045,11.32973707
79.5539821,5.635022463
76.85414285,3.892553962
79.26574303,2.991300395
76.50825597,7.60808765
77.60356442,2.014421365
79.5539821,7.319330497
74.27303065,4.967267413
5.980960611,5.654600377
1.591079642,8.175089799
0.204649737,2.967966729
0,3.664463127
2.300147743,1.593909487
18.41271151,4.019609725
79.5539821,3.587210101
78.58357725,0.755913493
71.37622804,1.314114605
67.43221921,0.426362643
65.2104856,6.194357748
52.33111253,5.874262786
42.00756836,7.691989127
40.0865205,2.135493667
24.84908984,2.121425048
10.65475706,3.477234438
20.10755721,5.628078908
21.23745435,3.126311927
15.67876397,2.700327145
5.119125805,7.513747415
2.648917013,2.034495342
1.325899702,3.560968927
3.257101441,2.627410453
0,0.34277243
0,3.025648943
